"","Group","SubGroup","Protein","Protein_ID","Entry_Name","Gene","Length","Percent_Coverage","Organism","Protein_Description","Protein_Existence","Protein_Probability","Top_Peptide_Probability","Total_Peptides","Unique_Peptides","Razor_Peptides","Total_Spectral_Count","Unique_Spectral_Count","Razor_Spectral_Count","Total_Intensity","Unique_Intensity","Razor_Intensity","Razor_Assigned_Modifications","Razor_Observed_Modifications","Indistinguishable_Proteins","TMT_126","TMT_127N","TMT_127C","TMT_128N","TMT_128C","TMT_129N","TMT_129C","TMT_130N","TMT_130C","TMT_131N","TMT_131C","TMT_132N","TMT_132C","TMT_133N","TMT_133C","TMT_134","aLOG_PISA_1","aLOG_PISA_2","aLOG_PISA_3","aLOG_PISA_4","bSTAT_PISA_1","bSTAT_PISA_2","bSTAT_PISA_3","bSTAT_PISA_4","cLOG_PROT_1","cLOG_PROT_2","cLOG_PROT_3","cLOG_PROT_4","dSTAT_PROT_1","dSTAT_PROT_2","dSTAT_PROT_3","dSTAT_PROT_4","mean_LPISA","mean_SPISA","mean_LPROT","mean_SPROT","log_PISA","log_PROT","pval_PISA","pval_PROT","neglog_PISA","neglog_PROT","adj_p_PISA","adj_p_PROT","log_adj_p_PISA","log_adj_p_PROT","LPISA_SDs","SPISA_SDs","LPROT_SDs","SPROT_SDs","LPISA_rsd","SPISA_rsd","LPROT_rsd","SPROT_rsd"
"1",1,"a","sp|A0A385XJE6|INH21_ECOLI","A0A385XJE6","INH21_ECOLI","insH21",326,8,"Escherichia coli (strain K12) OX=83333","Transposase InsH for insertion sequence element IS5U","3:Protein inferred from homology",1,0.999,3,0,3,3,0,3,40159608,0,40159608,"N-term(304.2072)",NA,"sp|P0CE49|INSH1_ECOLI, sp|P0CE50|INSH2_ECOLI, sp|P0CE51|INSH3_ECOLI, sp|P0CE52|INSH4_ECOLI, sp|P0CE53|INSH6_ECOLI, sp|P0CE54|INSH7_ECOLI, sp|P0CE55|INSH8_ECOLI, sp|P0CE56|INSH9_ECOLI, sp|P0CE57|INH10_ECOLI, sp|P0CE58|INH11_ECOLI, sp|P76071|INSH5_ECOLI",446419.3789,504778.3906,455196.6797,589033.2344,134163.0332,112079.8457,112561.4863,129701.1172,1209581.461,1383519.313,1142235.68,1375785.047,135812.623,137879.6797,125492.5459,113572.8799,641214.325797258,737680.902071418,615086.914153995,735615.09566167,173722.947314874,170152.665282704,168948.830202727,194221.433363099,1404718.7346803,1383519.313,1273705.26609659,1403155.92679563,184346.313435062,195706.577947578,200906.167708819,181699.951159534,682399.309421086,176761.469040851,1366274.81014313,190664.752562748,-1.9488123603667,-2.84113762589338,4.31885951420465e-06,2.4999713044051e-08,5.36463092264804,7.60206497629198,2.15763397352053e-05,1.85911178736255e-07,4.66602222821797,6.7306944955562,63548.2384330962,11815.1961634451,62462.3765774803,9139.60109659473,9.31247109364858,6.68425999600314,4.57172862397549,4.79354520106534
"1058",1058,"a","sp|P21866|KDPE_ECOLI","P21866","KDPE_ECOLI","kdpE",225,37.8,"Escherichia coli (strain K12) OX=83333","KDP operon transcriptional regulatory protein KdpE","1:Experimental evidence at protein level",1,0.999,6,6,6,9,9,9,27690889,27690889,27690889,"12K(304.2072), 20K(304.2072), 6K(304.2072), N-term(304.2072)",NA,NA,306836.7,308594.3,361171.9,361362.8,299723.6,220964.3,246740.4,246621.5,340500.9,351190.6,294612.5,345828.8,442010.9,289284.4,308075.6,308792,440724.8,450978.3,488035.4,451288.5,388101.5,335454.3,370344.2,369304.3,395432.6,351190.6,328522,352709,599966.9,410610.7,493210.9,494022,457756.8,365801.1,356963.5,499452.6,-0.3235218,0.484571,0.0009004437,0.01354206,3.045543,1.868315,0.001670862,0.01589836,2.777059,1.798648,20773.97,21993.52,27929.81,77598.24,4.538211,6.012427,7.824276,15.53666
"1059",1059,"a","sp|P21888|SYC_ECOLI","P21888","SYC_ECOLI","cysS",461,50.5,"Escherichia coli (strain K12) OX=83333","Cysteine--tRNA ligase","1:Experimental evidence at protein level",1,0.999,24,24,24,61,61,61,206778968,206778968,206778968,"10K(304.2072), 11K(304.2072), 11M(15.9949), 12C(57.0215), 12M(15.9949), 13K(304.2072), 17K(304.2072), 21C(57.0215), 21M(15.9949), 26C(57.0215), 27K(304.2072), 2K(304.2072), 4M(15.9949), 5M(15.9949), 6M(15.9949), 7C(57.0215), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)",NA,NA,4650005,4043961,4526884,5386536,2135239,1827848,1743324,1920685,5848354,6970523,5878686,6899839,2369364,2071750,1775565,1837264,6679033,5909827,6116976,6726984,2764845,2774926,2616637,2876137,6791848,6970523,6555314,7037110,3216075,2940644,2842575,2939353,6358205,2758136,6838698,2984662,-1.204926,-1.196154,2.567515e-06,1.194566e-07,5.590487,6.92279,1.451703e-05,5.582388e-07,4.838122,6.25318,407497.9,106884.7,215442.4,160966.7,6.409008,3.875251,3.150342,5.393132
"1060",1060,"a","sp|P21889|SYD_ECOLI","P21889","SYD_ECOLI","aspS",590,66.8,"Escherichia coli (strain K12) OX=83333","Aspartate--tRNA ligase","1:Experimental evidence at protein level",1,0.999,41,41,41,235,235,235,873099648,873099648,873099648,"10K(304.2072), 10M(15.9949), 11K(304.2072), 12K(304.2072), 13K(304.2072), 13M(15.9949), 14M(15.9949), 15K(304.2072), 16K(304.2072), 17K(304.2072), 18K(304.2072), 19K(304.2072), 1C(57.0215), 1K(304.2072), 24K(304.2072), 2K(304.2072), 2M(15.9949), 3M(15.9949), 4C(57.0215), 4M(15.9949), 5K(304.2072), 5M(15.9949), 6M(15.9949), 7K(304.2072), 8K(304.2072), 8M(15.9949), 9K(304.2072), N-term(304.2072)",NA,NA,7632365,7311481,7783325,8991393,11306508,9870469,10294008,11056700,12903971,15043598,13719431,14866627,15885327,15326109,13538735,13698433,10962745,10684966,10517259,11228916,14640395,14984733,15450761,16556898,14985720,15043598,15298517,15162395,21562072,21753897,21674716,21915484,10848471,15408197,15122557,21726542,0.5062062,0.5227565,5.089254e-05,8.878224e-10,4.293346,9.051674,0.0001502393,3.439596e-08,3.823217,7.463493,313173.1,834698.7,138453.1,148530.1,2.886794,5.417238,0.9155401,0.6836344
"1061",1061,"a","sp|P21893|RECJ_ECOLI","P21893","RECJ_ECOLI","recJ",577,13.7,"Escherichia coli (strain K12) OX=83333","Single-stranded-DNA-specific exonuclease RecJ","1:Experimental evidence at protein level",1,0.999,6,6,6,7,7,7,56375571,56375571,56375571,"13K(304.2072), N-term(304.2072)",NA,NA,161590.1,182693.6,207031.5,188028.9,143952.1,122816.4,135977.2,123711.6,583020.8,666873.3,590507.3,670970.7,152770.6,128438.8,109527.1,104299.3,232099.8,266987.7,279752.5,234820.2,186398.4,186452.2,204094.6,185252.5,677077.3,666873.3,658473.8,684319.5,207364.4,182306.2,175346.5,166863.6,253415.1,190549.4,671686,182970.2,-0.411337,-1.876178,0.002538485,6.24611e-09,2.595425,8.20439,0.004189547,7.90152e-08,2.377833,7.102289,23650.1,9047.03,11348.95,17445.73,9.332555,4.747866,1.689621,9.534741
"1062",1062,"a","sp|P22106|ASNB_ECOLI","P22106","ASNB_ECOLI","asnB",554,40.3,"Escherichia coli (strain K12) OX=83333","Asparagine synthetase B [glutamine-hydrolyzing]","1:Experimental evidence at protein level",1,0.999,22,22,22,43,43,43,294948744,294948744,294948744,"10K(304.2072), 11K(304.2072), 15C(57.0215), 15K(304.2072), 16K(304.2072), 18K(304.2072), 1C(57.0215), 1K(304.2072), 22K(304.2072), 24C(57.0215), 28K(304.2072), 2C(57.0215), 2K(304.2072), 2M(15.9949), 6C(57.0215), 6K(304.2072), 6M(15.9949), 7K(304.2072), 9K(304.2072), N-term(304.2072)",NA,NA,2496314,2359657,2600019,2867651,1426407,1171509,1228672,1320886,6459543,7436870,6761835,7264364,2656510,2402781,2120576,1996888,3585580,3448392,3513289,3581271,1847004,1778512,1844171,1977965,7501637,7436870,7540112,7408887,3605834,3410511,3394918,3194728,3532133,1861913,7471876,3401498,-0.923754,-1.135301,6.718622e-08,7.393714e-09,7.17272,8.131137,1.214404e-06,8.716132e-08,5.915637,7.059676,64907.14,83588.13,59818.85,167960,1.837619,4.489368,0.8005867,4.937824
"1063",1063,"a","sp|P22186|MRAZ_ECOLI","P22186","MRAZ_ECOLI","mraZ",152,38.2,"Escherichia coli (strain K12) OX=83333","Transcriptional regulator MraZ","1:Experimental evidence at protein level",1,0.999,6,6,6,11,11,11,40978590,40978590,40978590,"10K(304.2072), 14K(304.2072), 7K(304.2072), N-term(304.2072)",NA,NA,610397.4,656677.8,620259.7,713288.5,786924,753786.5,748080.1,754827.7,679631.4,705547,700170.2,705312.7,842618.3,765872.6,726429.9,755119.1,876744.1,959666,838129.2,890791.5,1018960,1144352,1122829,1130320,789273.8,705547,780758.8,719344.7,1143734,1087080,1162971,1208080,891332.7,1104115,748731.1,1150467,0.3088545,0.6196995,0.001442257,1.814546e-05,2.840957,4.741232,0.002548341,3.319528e-05,2.593742,4.478924,50705.57,57466.73,42418.18,50129.12,5.688737,5.204778,5.665343,4.357286
"1064",1064,"a","sp|P22188|MURE_ECOLI","P22188","MURE_ECOLI","murE",495,37.2,"Escherichia coli (strain K12) OX=83333","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase","1:Experimental evidence at protein level",1,0.999,15,15,15,28,28,28,107588236,107588236,107588236,"10K(304.2072), 12K(304.2072), 25K(304.2072), 2K(304.2072), 2M(15.9949), 4M(15.9949), 5C(57.0215), 6C(57.0215), 9K(304.2072), 9M(15.9949), N-term(304.2072)",NA,NA,1163306,1042456,1149231,1332651,647518.7,562433,576168.9,618680.7,1460125,1689048,1534707,1674952,832591.1,721329.7,663534.3,680011.6,1670914,1523441,1552904,1664284,838449,853850.9,864799,926445.8,1695682,1689048,1711350,1708275,1130124,1023856,1062279,1087919,1602886,870886.2,1701089,1076045,-0.8801156,-0.6607205,2.452734e-06,1.611304e-07,5.61035,6.792823,1.399981e-05,6.911343e-07,4.853878,6.160438,75734.65,38584.52,10506.26,44641.83,4.724894,4.43049,0.6176199,4.148697
"1065",1065,"a","sp|P22255|CYSQ_ECOLI","P22255","CYSQ_ECOLI","cysQ",246,56.9,"Escherichia coli (strain K12) OX=83333","3'(2'),5'-bisphosphate nucleotidase CysQ","1:Experimental evidence at protein level",1,0.999,11,11,11,44,44,44,184912592,184912592,184912592,"11K(304.2072), 14K(304.2072), 16M(15.9949), 18M(15.9949), 19K(304.2072), 21K(304.2072), 3K(304.2072), 5C(57.0215), 6C(57.0215), 7M(15.9949), 8K(304.2072), N-term(304.2072)",NA,NA,1314166,1459409,1704616,1526441,3716043,3324756,3516656,3480928,2437917,2789455,2571349,2796912,3505261,3464356,3093252,2893025,1887601,2132774,2303372,1906298,4811773,5047438,5278314,5212530,2831217,2789455,2867307,2852556,4757893,4917312,4952114,4628416,2057511,5087514,2835134,4813934,1.30606,0.7637994,7.390339e-07,2.253184e-07,6.131336,6.647203,5.874446e-06,8.743375e-07,5.231033,6.058321,198197.5,207904.6,33865.21,149820,9.632876,4.086566,1.194484,3.112215
"1066",1066,"a","sp|P22256|GABT_ECOLI","P22256","GABT_ECOLI","gabT",426,75.8,"Escherichia coli (strain K12) OX=83333","4-aminobutyrate aminotransferase GabT","1:Experimental evidence at protein level",1,0.999,27,27,27,133,133,133,1607227984,1607227984,1607227984,"10K(304.2072), 10M(15.9949), 11K(304.2072), 11M(15.9949), 16K(304.2072), 17K(304.2072), 1K(304.2072), 20K(304.2072), 21K(304.2072), 23C(57.0215), 2K(304.2072), 30M(15.9949), 31K(304.2072), 3C(57.0215), 5C(57.0215), 5K(304.2072), 7K(304.2072), 7M(15.9949), 8M(15.9949), 9C(57.0215), 9K(304.2072), 9M(15.9949), N-term(304.2072)",NA,NA,2394562,3448464,4462802,3290471,11082237,8181873,9485251,8421627,3160107,3775166,3265746,3942662,11252878,10075654,9325263,9368560,3439428,5039571,6030384,4109310,14349995,12421212,14236859,12610997,3669916,3775166,3641629,4021101,15274181,14301395,14929196,14988322,4654673,13404766,3776953,14873273,1.525994,1.977428,2.652642e-05,4.347503e-09,4.576321,8.36176,8.840913e-05,6.744169e-08,4.053503,7.171072,1127677,1030094,172608.3,409933.1,24.22678,7.684539,4.570043,2.756173
"1067",1067,"a","sp|P22259|PCKA_ECOLI","P22259","PCKA_ECOLI","pckA",540,65.4,"Escherichia coli (strain K12) OX=83333","Phosphoenolpyruvate carboxykinase (ATP)","1:Experimental evidence at protein level",1,0.999,38,38,38,309,309,309,980434640,980434640,980434640,"10K(304.2072), 12K(304.2072), 13K(304.2072), 13M(15.9949), 14C(57.0215), 14K(304.2072), 15K(304.2072), 16K(304.2072), 16M(15.9949), 17K(304.2072), 18K(304.2072), 1C(57.0215), 1C(57.0215), 1K(304.2072), 20K(304.2072), 21C(57.0215), 21M(15.9949), 22K(304.2072), 24K(304.2072), 25K(304.2072), 2K(304.2072), 2M(15.9949), 4K(304.2072), 5K(304.2072), 6K(304.2072), 7C(57.0215), 7K(304.2072), 8C(57.0215), 8K(304.2072), 9C(57.0215), N-term(304.2072)",NA,NA,15734308,13824201,15986133,17378299,21723408,15746407,18141272,19131619,15179017,17192439,14821443,16761403,22580872,20691838,19771712,19929582,22599968,20202626,21601347,21702917,28128870,23905217,27229089,28648717,17627791,17192439,16527369,17094866,30650321,29370019,31653345,31884408,21526714,26977973,17110616,30889523,0.3256538,0.8522259,0.003540244,5.224384e-07,2.450967,6.281965,0.005663919,1.653356e-06,2.246883,5.781634,990235.6,2130793,452618.6,1145910,4.600031,7.898269,2.64525,3.709705
"1068",1068,"a","sp|P22333|ADD_ECOLI","P22333","ADD_ECOLI","add",333,43.8,"Escherichia coli (strain K12) OX=83333","Adenosine deaminase","3:Protein inferred from homology",1,0.999,12,12,12,28,28,28,166151084,166151084,166151084,"17K(304.2072), 7C(57.0215), 7K(304.2072), 8C(57.0215), 9M(15.9949), N-term(304.2072)",NA,NA,1399292,1371600,1441962,1603722,791244.9,600562.2,631381.1,648893.7,3720294,4261158,3779408,4113543,792972.2,742687.2,645260,638652.6,2009873,2004451,1948458,2002810,1024555,911736.3,947669.5,971688.3,4320475,4261158,4214413,4195381,1076347,1054171,1033023,1021751,1991398,963912.3,4247857,1046323,-1.046808,-2.021407,2.56393e-08,4.909224e-11,7.591094,10.30899,7.732787e-07,2.364286e-08,6.111664,7.6263,28785.03,47343.27,55745.43,24108.91,1.445468,4.911574,1.312319,2.304155
"1069",1069,"a","sp|P22524|MUKE_ECOLI","P22524","MUKE_ECOLI","mukE",234,36.8,"Escherichia coli (strain K12) OX=83333","Chromosome partition protein MukE","1:Experimental evidence at protein level",1,0.999,8,8,8,15,15,15,88292815,88292815,88292815,"12K(304.2072), 24K(304.2072), 8M(15.9949), N-term(304.2072)",NA,NA,881357,871919.2,949660.3,998709.9,720680.8,596094.5,594590.1,616775.9,711713.1,895332.1,810103.6,870955.7,510560.1,533351.9,440862.7,447436.2,1265937,1274219,1283234,1247240,933183.9,904953.6,892448.3,923593.4,826531.1,895332.1,903345.3,888283.1,693012.7,757040.3,705795.2,715832.4,1267657,913544.8,878372.9,717920.1,-0.4726175,-0.2910102,9.748223e-08,0.0003699419,7.011075,3.431866,1.501601e-06,0.0005208678,5.823445,3.283272,15334.95,18307.91,35104.7,27701.64,1.209708,2.004051,3.99656,3.858596
"1070",1070,"a","sp|P22525|YCBB_ECOLI","P22525","YCBB_ECOLI","ycbB",615,5.5,"Escherichia coli (strain K12) OX=83333","Probable L,D-transpeptidase YcbB","1:Experimental evidence at protein level",1,0.999,3,3,3,3,3,3,17948118,17948118,17948118,"N-term(304.2072)",NA,NA,241971.7,190874.5,224414.5,265235,98584.31,86598.34,100969.6,114637.3,390084.6,506057.7,462698.3,511331.9,142606.1,123671.4,102458.3,103168.9,347556,278943.2,303241.3,331239.1,127653.3,131468.2,151550,171664,453015.5,506057.7,515954.1,521504.7,193567.6,175539.4,164029.7,165055.1,315244.9,145583.9,499133,174547.9,-1.114622,-1.515801,8.775377e-05,1.396828e-06,4.056734,5.854857,0.0002322382,3.615496e-06,3.634066,5.441832,30340.98,20302.08,31401.79,13704.93,9.624575,13.94528,6.291267,7.85167
"1071",1071,"a","sp|P22564|RIHC_ECOLI","P22564","RIHC_ECOLI","rihC",304,21.4,"Escherichia coli (strain K12) OX=83333","Non-specific ribonucleoside hydrolase RihC","1:Experimental evidence at protein level",1,0.999,6,6,6,20,20,20,211620352,211620352,211620352,"11M(15.9949), 13K(304.2072), 4M(15.9949), N-term(304.2072)",NA,NA,1386899,846641.1,888902.7,1466858,1230571,1124572,1113837,1255432,725626.7,792980.1,745859.5,857416.8,1476951,1390364,1413699,1414729,1992072,1237278,1201134,1831888,1593422,1707256,1671811,1879952,842689.4,792980.1,831706.8,874474.9,2004751,1973485,2263249,2263359,1565593,1713110,835462.8,2126211,0.1299088,1.347637,0.511811,3.925006e-06,0.2908904,5.40616,0.5454022,8.633576e-06,0.2632831,5.063809,405552.4,120970,33630.62,158815.4,25.90408,7.061426,4.025388,7.469408
"1072",1072,"a","sp|P22634|MURI_ECOLI","P22634","MURI_ECOLI","murI",285,29.8,"Escherichia coli (strain K12) OX=83333","Glutamate racemase","1:Experimental evidence at protein level",1,0.999,8,8,8,12,12,12,35222750,35222750,35222750,"12K(304.2072), 13K(304.2072), 14K(304.2072), 8C(57.0215), 8K(304.2072), N-term(304.2072)",NA,NA,531054.3,480608.7,484240.3,682503.9,337272.3,269816.8,305846.4,322145.4,1207737,1494863,1104603,1435086,1091073,519701.6,728002.2,677390.1,762779.6,702359.5,654332.3,852346,436721.9,409619.1,459059.3,482397.8,1402577,1494863,1231741,1463637,1480976,737665.1,1165489,1083725,742954.4,446949.5,1398204,1116964,-0.7331616,-0.3239929,0.0006229174,0.1364018,3.20557,0.86518,0.001225938,0.1473851,2.911531,0.8315464,85364.71,31098.74,117407.6,305413.5,11.4899,6.957999,8.397026,27.34318
"1073",1073,"a","sp|P22939|ISPA_ECOLI","P22939","ISPA_ECOLI","ispA",299,19.7,"Escherichia coli (strain K12) OX=83333","Farnesyl diphosphate synthase","1:Experimental evidence at protein level",1,0.999,6,6,6,12,12,12,58415052,58415052,58415052,"10C(57.0215), 12K(304.2072), 7K(304.2072), 9K(304.2072), N-term(304.2072)",NA,NA,382164,370109.6,417591.1,474966.9,342527.2,329117.1,311761.1,309400.8,1450836,1695184,1574860,1700228,442974,348091.5,311598.5,306969.1,548921.1,540876.5,564272.2,593163.2,443526.3,499645.1,467937,463313.5,1684894,1695184,1756124,1734054,601274.2,494081.5,498850.9,491105.6,561808.3,468605.5,1717564,521328.1,-0.261704,-1.720101,0.00126621,2.210633e-08,2.897494,7.655483,0.002263916,1.729622e-07,2.64514,6.762049,23046.45,23244.2,33301.6,53392.83,4.102191,4.960291,1.938886,10.24169
"1074",1074,"a","sp|P23003|TRMA_ECOLI","P23003","TRMA_ECOLI","trmA",366,39.9,"Escherichia coli (strain K12) OX=83333","tRNA/tmRNA (uracil-C(5))-methyltransferase","1:Experimental evidence at protein level",1,0.999,11,11,11,20,20,20,125504433,125504433,125504433,"10M(15.9949), 18K(304.2072), 19K(304.2072), 1K(304.2072), 2K(304.2072), 4M(15.9949), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)",NA,NA,857853.5,963770.6,999850.6,1019412,586054.1,467875.6,498487.8,523127.7,2153740,2583108,2251520,2560773,869633.7,795485.2,692390.3,669545.7,1232178,1408450,1351053,1273094,758860.6,710299.7,748203.7,783359.6,2501195,2583108,2510666,2611719,1180404,1129113,1108476,1071175,1316194,750180.9,2551672,1122292,-0.8110615,-1.184995,1.069942e-05,1.546485e-08,4.97064,7.810654,4.27889e-05,1.359416e-07,4.368669,6.866647,78830.4,30389.62,54231.8,45560.81,5.98927,4.050972,2.125344,4.059623
"1075",1075,"a","sp|P23200|MGLC_ECOLI","P23200","MGLC_ECOLI","mglC",336,3.9,"Escherichia coli (strain K12) OX=83333","Galactoside transport system permease protein MglC","1:Experimental evidence at protein level",1,0.999,1,1,1,5,5,5,87839194,87839194,87839194,"13K(304.2072), N-term(304.2072)",NA,NA,118702.4,114071.3,115121.4,145643.3,187018.2,196802.6,190055.3,209905.9,181908.2,217447.5,196268.3,223789.3,217977.2,206996,173627.3,188766.4,170498.2,166703.3,155558.4,181886.9,242163.2,298773.5,285262.9,314324.4,211254.8,217447.5,218858.5,228241.5,295873,293810.4,277967,301998.6,168661.7,285131,218950.6,292412.3,0.7574923,0.4173987,0.0003951493,2.199632e-05,3.403239,4.65765,0.0008217166,3.95177e-05,3.085278,4.403208,10859.87,31008.71,7019.366,10238.71,6.438849,10.87525,3.205914,3.501465
"1076",1076,"a","sp|P23256|MALY_ECOLI","P23256","MALY_ECOLI","malY",390,18.7,"Escherichia coli (strain K12) OX=83333","Protein MalY","1:Experimental evidence at protein level",1,0.999,6,6,6,10,10,10,22403334,22403334,22403334,"11K(304.2072), 21K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)",NA,NA,158632.6,133024.9,150780,180173.7,197223.4,150937.4,176006,184890.5,387950.1,467905.7,440751.1,474886.7,269832.6,267201,220279.9,243155.6,227851.9,194402,203742.3,225010.3,255377.6,229143.7,264175.6,276865,450536.6,467905.7,491480.9,484334.4,366259.3,379265.4,352655.1,389013.4,212751.6,256390.5,473564.4,371798.3,0.2691727,-0.3490405,0.01515482,0.000151946,1.819449,3.818311,0.02125305,0.0002278242,1.672579,3.6424,16290.79,20192.63,18250.97,15803.56,7.657186,7.875734,3.853958,4.250573
"1077",1077,"a","sp|P23305|YIGA_ECOLI","P23305","YIGA_ECOLI","yigA",235,18.3,"Escherichia coli (strain K12) OX=83333","Uncharacterized protein YigA","4:Protein predicted",1,0.999,4,4,4,7,7,7,46183568,46183568,46183568,"2K(304.2072), 8K(304.2072), N-term(304.2072)",NA,NA,391628.6,344952,323542.1,445808.5,121098.3,104332,138417.8,149891,1845485,2238654,1743970,2179076,176400.6,156417.3,117810.3,118665.8,562515.6,504111.3,437188,556748.7,156805.9,158390.3,207757.8,224454.8,2143210,2238654,1944698,2222428,239438.7,222019,188607.4,189847.9,515140.9,186852.2,2137248,209978.2,-1.463069,-3.347443,6.878259e-05,1.34952e-07,4.162521,6.869821,0.0001910804,6.093134e-07,3.718784,6.215159,58234.79,34466.72,134969.1,24998.94,11.30463,18.44598,6.315087,11.90549
"1078",1078,"a","sp|P23331|KITH_ECOLI","P23331","KITH_ECOLI","tdk",205,42.9,"Escherichia coli (strain K12) OX=83333","Thymidine kinase","3:Protein inferred from homology",1,0.999,7,7,7,15,15,15,166001424,166001424,166001424,"1K(304.2072), 8K(304.2072), N-term(304.2072)",NA,NA,558873.1,508297.6,444602.2,637045.1,504823.2,503756.4,474366.2,585644.8,1245628,1634668,1393326,1745564,1436487,1263695,1091727,1473029,802737.2,742823.8,600771,795574.8,653677.6,764771.7,711998.6,876976.1,1446580,1634668,1553695,1780291,1949827,1793690,1747791,2356630,735476.7,751856,1603809,1961985,0.03177672,0.2908117,0.8141987,0.06057395,0.08926961,1.217714,0.8346926,0.06698832,0.07847345,1.174001,93693.4,94955.19,140630.2,276944.7,12.73914,12.62944,8.768516,14.11554
"1079",1079,"a","sp|P23367|MUTL_ECOLI","P23367","MUTL_ECOLI","mutL",615,7.8,"Escherichia coli (strain K12) OX=83333","DNA mismatch repair protein MutL","1:Experimental evidence at protein level",1,0.999,4,4,4,4,4,4,10082616,10082616,10082616,"14K(304.2072), N-term(304.2072)",NA,NA,104854.6,96102.22,97768.88,111832.8,95035.18,77885.21,89991.39,106104.5,268643.6,302470.3,250066.8,300299.5,153963.2,105888.1,109947.8,118595.4,150607.9,140443.4,132110.7,139662.6,123057.7,118240.5,135072.3,158886.6,311982.8,302470.3,278849.1,306273.9,208983.2,150297.7,176019.9,189735.2,140706.1,133814.3,299894,181259,-0.07245327,-0.7264003,0.5098498,0.0001679179,0.2925578,3.774903,0.5435533,0.0002497455,0.2647579,3.602502,7595.709,18151.69,14564.45,24674.74,5.398278,13.56484,4.856532,13.61297
"1080",1080,"a","sp|P23522|GARL_ECOLI","P23522","GARL_ECOLI","garL",256,24.6,"Escherichia coli (strain K12) OX=83333","5-keto-4-deoxy-D-glucarate aldolase","1:Experimental evidence at protein level",1,0.999,7,7,7,21,21,21,149895436,149895436,149895436,"10K(304.2072), 16K(304.2072), 3M(15.9949), 6K(304.2072), 7K(304.2072), 9K(304.2072), N-term(304.2072)",NA,NA,1634779,2034396,2198187,1984540,1515695,1186042,1207590,1035028,1528486,1815064,1640469,1806096,1058892,1018136,896952.4,783094.8,2348114,2973057,2970312,2478396,1962620,1800576,1812529,1549906,1775071,1815064,1829285,1842028,1437296,1445143,1435968,1252837,2692470,1781408,1815362,1392811,-0.5959123,-0.382258,0.002603088,0.0001324239,2.584511,3.878033,0.004275612,0.0002004299,2.369002,3.698037,326768.7,171042.4,29031.02,93403.77,12.13639,9.60153,1.599186,6.706135
"1081",1081,"a","sp|P23524|GLXK1_ECOLI","P23524","GLXK1_ECOLI","garK",381,19.2,"Escherichia coli (strain K12) OX=83333","Glycerate 2-kinase","1:Experimental evidence at protein level",1,0.999,6,6,6,10,10,10,40786994,40786994,40786994,"10K(304.2072), 11K(304.2072), 12K(304.2072), 22K(304.2072), 6M(15.9949), 9K(304.2072), N-term(304.2072)",NA,NA,781910.6,722528.5,839864.8,874032.9,399210.3,312962.7,293101.1,344978,852756.6,1009187,767409,928230.4,439737.6,337289.3,293941.9,303006.9,1123097,1055900,1134872,1091537,516923.2,475120.5,439929.2,516588.7,990328.6,1009187,855736.6,946697.3,596881.2,478748.8,470583.6,484766.6,1101352,487140.4,950487.5,507745.1,-1.176865,-0.9045633,3.472221e-07,6.671788e-05,6.459393,4.175758,3.419568e-06,0.0001069611,5.466029,3.970774,35396.07,37092.62,68374.18,59707.68,3.213876,7.614359,7.193591,11.75938
"1082",1082,"a","sp|P23538|PPSA_ECOLI","P23538","PPSA_ECOLI","ppsA",792,43.1,"Escherichia coli (strain K12) OX=83333","Phosphoenolpyruvate synthase","1:Experimental evidence at protein level",1,0.999,30,30,30,65,65,65,227699060,227699060,227699060,"10C(57.0215), 11K(304.2072), 11M(15.9949), 13K(304.2072), 15K(304.2072), 17K(304.2072), 17M(15.9949), 18K(304.2072), 1K(304.2072), 20M(15.9949), 21K(304.2072), 2C(57.0215), 3M(15.9949), 7C(57.0215), 7K(304.2072), 7M(15.9949), 8K(304.2072), 8M(15.9949), N-term(304.2072)",NA,NA,3724366,3562255,3748152,4338688,2655304,2401749,2402314,2408638,7450704,8686009,7872407,8334946,3530364,3292156,2930031,2945487,5349492,5205863,5064710,5418378,3438259,3646186,3605746,3606824,8652699,8686009,8778509,8500767,4791967,4672890,4690806,4712348,5259611,3574254,8654496,4717003,-0.5573139,-0.8755794,1.622541e-06,1.17492e-09,5.789804,8.929992,1.048109e-05,3.713366e-08,4.979593,7.430232,157226.6,92594.82,115481.6,52514.93,2.989319,2.590605,1.334354,1.113311
