"","Protein","Gene","Protein_Description","aNoGlu_PISA_1","aNoGlu_PISA_2","aNoGlu_PISA_3","aNoGlu_PISA_4","aNoGlu_PISA_5","bGlu_PISA_1","bGlu_PISA_2","bGlu_PISA_3","bGlu_PISA_4","bGlu_PISA_5","cNoGlu_PROT_1","cNoGlu_PROT_2","cNoGlu_PROT_3","dGlu_PROT_1","dGlu_PROT_2","dGlu_PROT_3","log_PISA","log_PROT","log_adj_p_PISA","log_adj_p_PROT","significant_PISA","significant_PROT","sig_PISA","sig_PROT","sig_all"
"121","sp|O14773|TPP1_HUMAN","TPP1","Tripeptidyl-peptidase 1",252265.918663631,259503.681154062,242737.597098152,221732.858110668,225531.577567864,276519.733044878,301284.882666406,282647.426481558,260178.353338342,273241.784860191,244003.373711194,238002.46661951,248930.228786322,215535.9189,236673.934542311,219205.238104485,-0.213935497486729,0.122540262064841,1.5704965102475,0.954140315115479,"not significant","not significant",0,0,"0"
"122","sp|O14786|NRP1_HUMAN","NRP1","Neuropilin-1",82445.55301087,138801.292008029,73508.2237427024,80875.6112858155,84766.951272921,91137.5093956471,90911.2553993142,96109.5444759004,106854.67869302,91462.9662370732,65057.0174629638,60895.5777421289,74264.7224769055,80442.144,70325.5599410034,71871.7414360507,-0.0495229980042084,-0.153142455200786,0.0602305825293072,0.500867724124869,"not significant","not significant",0,0,"0"
"123","sp|O14787|TNPO2_HUMAN","TNPO2","Transportin-2",403055.341289438,414840.78660472,381679.40235946,413113.999416474,439171.986990521,427619.893173275,401191.626296268,449999.176039187,464267.672545445,431755.913821727,288958.187071657,277808.585338396,251643.143602021,288653.0083,284309.046056445,279540.44724235,-0.0839721101169503,-0.0588804424535517,0.603678157905861,0.313350866646134,"not significant","not significant",0,0,"0"
"124","sp|O14828|SCAM3_HUMAN","SCAMP3","Secretory carrier-associated membrane protein 3",504461.778818091,490690.410755844,516590.791516103,445792.501164798,438673.823776143,456617.166589641,485941.794434667,465933.61835886,429556.882847083,460695.075518163,461403.371493081,454958.085774746,433299.874629586,417011.8208,462340.219592223,438876.130774784,0.0599077848003969,0.0339973327954292,0.327150414584278,0.193414451582137,"not significant","not significant",0,0,"0"
"125","sp|O14867|BACH1_HUMAN","BACH1","Transcription regulator protein BACH1",296586.15469723,299346.411213241,310458.789769476,302609.356990136,285226.385186351,240606.236623108,276162.269918773,267514.518861113,274384.927212761,275822.476561933,256345.019032471,264750.009959505,263099.103284477,232386.1941,240566.584793493,222542.287026266,0.163110471962757,0.173170567114892,1.64368509877091,1.55822773520971,"not significant","not significant",0,0,"0"
"126","sp|O14874|BCKD_HUMAN","BCKDK","[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",146651.153275352,143806.160957106,157447.818335747,154984.627132889,145871.585607715,222711.526420273,218823.540062446,239183.555334971,235872.292945354,195237.440512188,230353.090206364,216732.721496042,222219.709582179,205415.0696,200494.266448668,192130.446281404,-0.570356218087604,0.162423458103266,3.05993179545436,1.38720620545087,"significant","not significant",1,0,"1"
"127","sp|O14880|MGST3_HUMAN","MGST3","Microsomal glutathione S-transferase 3",312974.725558513,312169.692811796,308499.035318308,242888.33197696,257888.165340143,381186.941146998,392826.336894944,356178.007140284,295525.202724099,320342.07934814,697969.312527768,692819.344551458,804404.318753292,540727.4998,523862.946374558,508629.10357024,-0.283634491887129,0.480627751026503,1.02584217845872,1.64010206098421,"not significant","not significant",0,0,"0"
"128","sp|O14893|GEMI2_HUMAN","GEMIN2","Gem-associated protein 2",363673.521150116,358481.042473851,311196.883440483,391409.107249672,349185.719780034,326883.444388585,345052.841901174,382360.704790259,386017.216320137,343444.686827236,256849.839498189,267802.820910015,244597.627375088,212784.0762,190199.667616644,208490.202837033,-0.00795830662327043,0.331162047780164,0.0222875046749112,1.62885655619218,"not significant","not significant",0,0,"0"
"129","sp|O14907|TX1B3_HUMAN","TAX1BP3","Tax1-binding protein 3",290140.860000531,289776.847911641,297402.435597731,297585.645503307,330783.472418141,268534.20700776,272175.249974051,283290.85843885,320184.835550617,322993.079097499,209918.139798045,206427.391919449,177686.060778028,212225.9717,195244.070603544,203228.481553476,0.0373799251199724,-0.039920697799469,0.143192030612187,0.13302354051883,"not significant","not significant",0,0,"0"
"130","sp|O14910|LIN7A_HUMAN","LIN7A","Protein lin-7 homolog A",80144.2317701711,76309.3841952651,74403.3253491499,80479.7341798995,85272.0061404709,67330.8348591444,61376.140731309,59491.6791282488,70304.1019621128,78001.5103344299,53942.3936136686,43607.7669841122,47313.8660300339,52694.7324,51906.6668811871,49813.6506990114,0.23709145910749,-0.0921139889623422,1.2657935452276,0.318701845189786,"not significant","not significant",0,0,"0"
"131","sp|O14929|HAT1_HUMAN","HAT1","Histone acetyltransferase type B catalytic subunit",1451703.84495024,1382761.17300808,1499458.31191592,1381580.33300118,1391588.74043961,1865933.48592068,1826142.77971996,1822331.58286399,1645723.92779439,1610318.5129138,1996776.41148543,2010958.70188385,2094944.43252341,1782632.299,1822076.30046923,1832436.19340842,-0.303391458173572,0.166593587844503,2.29072209139168,1.80561715688429,"not significant","not significant",0,0,"0"
"132","sp|O14949|QCR8_HUMAN","UQCRQ","Cytochrome b-c1 complex subunit 8",216927.252704192,250699.62380813,211895.088557494,160683.516521119,169157.526145363,268582.66267989,270870.696760273,236795.679258474,195846.986137294,207670.282776466,477808.971940881,481393.144242249,512658.97235414,438815.3018,415029.441897267,426997.366468835,-0.225055994405172,0.200548873852025,0.506246929232994,1.51546903999287,"not significant","not significant",0,0,"0"
"133","sp|O14964|HGS_HUMAN","HGS","Hepatocyte growth factor-regulated tyrosine kinase substrate",693572.892360429,651958.308324222,689884.117320967,725835.8552877,732620.84821917,835163.450124386,766951.652831609,769662.700087953,818947.465419284,803304.928597973,599584.182362155,596158.493474558,651042.001325943,549689.0441,547615.006171577,541896.978264222,-0.193018476242321,0.172022872760231,2.04371650010393,1.28310327600085,"not significant","not significant",0,0,"0"
"134","sp|O14965|AURKA_HUMAN","AURKA","Aurora kinase A",36532.4282164292,50935.3979070525,39064.5824460696,40549.4791399845,40917.2932129006,40740.8916983837,44594.474327995,36878.9153106177,39905.6988611059,38982.3307564737,57736.8178371636,58666.411940496,55145.5667301984,82834.7612,82703.553646488,83113.1702602666,0.0486481868274986,-0.535506043095032,0.12693292760067,2.89800738451686,"not significant","significant",0,2,"2"
"135","sp|O14967|CLGN_HUMAN","CLGN","Calmegin",186047.992536208,208149.456883374,190959.414028596,182612.44385445,181556.959043134,161333.532126995,158515.216360291,172072.764346884,161430.695979864,167959.118159961,137529.795014307,141839.039494291,127966.449163386,145061.6042,141520.425606341,147135.068065305,0.208974805886702,-0.0905375308096538,1.89790991564388,0.696560947154223,"not significant","not significant",0,0,"0"
"136","sp|O14972|VP26C_HUMAN","VPS26C","Vacuolar protein sorting-associated protein 26C",112757.531866732,99463.3356485088,112605.777541493,114273.627431496,102372.933521664,103454.593575853,119754.96325338,112710.824389075,110568.459436432,122257.683602411,143779.456024129,139407.505124779,142104.416027816,135207.7583,130994.814047545,142651.801421346,-0.0708958735813933,0.056864530635759,0.375831624751641,0.511399820637173,"not significant","not significant",0,0,"0"
"137","sp|O14974|MYPT1_HUMAN","PPP1R12A","Protein phosphatase 1 regulatory subunit 12A",1135850.41950837,1179482.24683223,1134814.59541688,1225424.77579325,1210819.01600735,1056765.22712292,1122760.41908631,1137418.59919614,1285220.51615605,1223898.469126,907425.028896074,912857.882795899,874471.67574068,913856.0151,940187.802617724,932363.752442287,0.0148620295052686,-0.0482524055368732,0.0631556145558583,0.74874992106328,"not significant","not significant",0,0,"0"
"138","sp|O14976|GAK_HUMAN","GAK","Cyclin-G-associated kinase",222266.202655097,255242.670379283,221093.764660564,197324.160444121,195123.559107903,273787.982984137,270727.298869565,268808.810881518,220294.74941853,219475.156935428,423577.416344316,410582.144202888,455964.778947255,455897.4395,488370.707038316,458391.023545011,-0.19977694991766,-0.120654377082619,0.704056998349003,0.772083886076062,"not significant","not significant",0,0,"0"
"139","sp|O15014|ZN609_HUMAN","ZNF609","Zinc finger protein 609",34442.167616661,37081.2749851558,22289.1046639903,22472.6539450442,31945.2665888304,32097.2899464654,28481.2393765253,32715.7112930506,47171.0877102462,31529.2711754284,22799.3602476934,24380.0115760227,19091.1386192807,19728.9072,29177.9956981603,20766.5774364782,-0.214521251503262,-0.072242599003437,0.319428513580855,0.0865957171139321,"not significant","not significant",0,0,"0"
"140","sp|O15027|SC16A_HUMAN","SEC16A","Protein transport protein Sec16A",492186.711697739,524861.905714025,513054.409293696,434480.454298983,424803.285038012,488822.243908335,514521.916208501,469055.372208024,421050.072645131,434082.98017315,824913.173315717,797836.776274757,759437.653334696,792686.9478,824366.459720463,777810.505021139,0.0378390338696867,-0.00765664422354693,0.115688325241527,0.0429623343446427,"not significant","not significant",0,0,"0"
"141","sp|O15031|PLXB2_HUMAN","PLXNB2","Plexin-B2",404972.516349803,421405.922804369,396243.02417614,364663.370864064,371559.144844239,488242.98311116,488296.622770014,521944.733618368,482915.062603758,460416.366878619,362661.251575309,381518.393481324,373447.605663492,377995.6914,348471.108340852,365098.651801818,-0.317951863213319,0.0340404644185972,2.53819101651397,0.260689214230488,"not significant","not significant",0,0,"0"
"142","sp|O15047|SET1A_HUMAN","SETD1A","Histone-lysine N-methyltransferase SETD1A",108248.178677267,110529.340573267,101310.176407585,76200.0911101942,84601.4511455854,113436.548920762,127370.394967212,113222.033567216,102356.521893335,108391.163119841,174544.199321888,161902.65800288,158024.650259286,150716.2072,156452.318461948,152429.848606836,-0.231975835524513,0.105513697700697,0.785551742635933,0.77439287851675,"not significant","not significant",0,0,"0"
"143","sp|O15056|SYNJ2_HUMAN","SYNJ2","Synaptojanin-2",110204.895694315,115893.970009007,109427.34144188,113051.198818258,115068.9660222,103209.52459247,117049.164617317,140003.505969087,105618.162662727,117902.469306692,122129.58897419,124541.581710004,127457.843468618,113898.1606,105561.318129131,111100.036964788,-0.0506414633198877,0.178625807344247,0.159811817561949,1.54407623810537,"not significant","not significant",0,0,"0"
"144","sp|O15067|PUR4_HUMAN","PFAS","Phosphoribosylformylglycinamidine synthase",2072599.74477486,2065459.26176266,2054027.67892645,2004044.81874451,1928146.7967618,2038090.04428571,2107961.0806544,2061802.50092351,1917306.50770293,2134562.9348228,2021360.29577851,2106902.92216608,2045084.05459772,2010066.287,1990082.04148267,2009206.61388037,-0.0191727194892966,0.0388428131983503,0.153460789553887,0.728063568547751,"not significant","not significant",0,0,"0"
"145","sp|O15075|DCLK1_HUMAN","DCLK1","Serine/threonine-protein kinase DCLK1",88726.351300228,93305.7951500908,96735.2684741162,92663.3552144638,84206.3243043642,70381.0734810225,67947.3043597506,77808.0602230166,72349.2965521831,75881.2439766774,88503.771571244,86272.0159965618,87569.7542556024,112900.2632,112182.798472546,106752.793056963,0.322492986630921,-0.339001503621001,2.4895350889826,2.34114356213284,"not significant","not significant",0,0,"0"
"146","sp|O15116|LSM1_HUMAN","LSM1","U6 snRNA-associated Sm-like protein LSm1",231402.567762503,201619.405579136,197208.858290432,202416.318622902,214357.030504212,171441.245580934,145633.370878645,160095.058584502,161877.712769785,166205.453712087,166249.082306365,150438.260491759,155499.273415354,157425.001,158645.387228616,172007.978093064,0.378753451438131,-0.0477556568559366,2.46412622492537,0.241131772755267,"not significant","not significant",0,0,"0"
"147","sp|O15118|NPC1_HUMAN","NPC1","NPC intracellular cholesterol transporter 1",517125.745373584,494200.45927097,482448.189864708,486340.625418842,503153.9292647,446632.815018216,453929.880938694,459040.847790151,466683.184815811,459462.156330828,305545.40586283,325659.584523153,304421.942243378,339120.8721,333798.12924435,350003.072702642,0.119573604281082,-0.128690948799348,2.22226118141385,1.17603001228842,"not significant","not significant",0,0,"0"
"148","sp|O15121|DEGS1_HUMAN","DEGS1","Sphingolipid delta(4)-desaturase DES1",105063.649648128,97105.8987800376,104388.174298035,92346.07324846,94113.1140951191,122620.936397353,119117.784685588,107105.231356206,117660.32711316,128581.49952638,107467.859276825,107273.101288395,104272.174719885,114928.7803,109433.894911202,125085.692181281,-0.271460511060016,-0.131463478686657,1.88659155159479,0.757598196226868,"not significant","not significant",0,0,"0"
"149","sp|O15126|SCAM1_HUMAN","SCAMP1","Secretory carrier-associated membrane protein 1",287743.913954884,289832.31371284,283291.120891582,330219.733664204,332758.812627375,294304.121853785,290732.990595251,302454.194878765,336929.848493903,315868.070918912,154068.462367153,160795.095229783,142274.55299294,141942.511,142803.796072576,136037.41686813,-0.0154842656466374,0.119551196471276,0.0540310769259872,0.73061913232374,"not significant","not significant",0,0,"0"
"150","sp|O15127|SCAM2_HUMAN","SCAMP2","Secretory carrier-associated membrane protein 2",63193.4047607723,60994.8682842926,64387.1984280433,72971.1134413986,80636.4781394008,62832.5412055147,62351.6165625343,65267.812378856,71259.6504718839,68387.4057421365,41418.7763346759,50445.4385087199,39172.0515342254,45633.8271,43333.6745402339,47598.2349913561,0.0518694696079579,-0.0596294112396742,0.157545519773176,0.136672203661585,"not significant","not significant",0,0,"0"
"151","sp|O15144|ARPC2_HUMAN","ARPC2","Actin-related protein 2/3 complex subunit 2",1887457.97640699,2247150.14031683,1918324.39318,1918235.59107385,2095456.2013493,2964024.70180396,2829641.90626814,3090345.18961722,3274064.96707073,2620690.2558548,1672315.12582627,1692180.21352303,1760391.85181498,1721858.132,1705290.92161671,1672279.15884325,-0.553945934330658,0.00718475844781153,2.66899427687112,0.0695740944383332,"significant","not significant",1,0,"1"
"152","sp|O15145|ARPC3_HUMAN","ARPC3","Actin-related protein 2/3 complex subunit 3",1196101.55031458,1268628.46882705,1188820.70135609,1285337.44377563,1153227.15117297,1376268.97861407,1384201.34272937,1336235.36677962,1228889.51462536,1316348.22063978,1171949.11438981,1234089.68875871,1232957.10848169,1145824.127,1139529.15361482,1090887.10057111,-0.124662183563768,0.10812280578688,1.16496612609327,1.11814716261884,"not significant","not significant",0,0,"0"
"153","sp|O15155|BET1_HUMAN","BET1","BET1 homolog",69414.1359266049,87196.7780736819,77376.6545740003,79883.8899539276,82047.8842708252,92227.2254238379,77269.3638865431,88839.6354580129,102844.187479811,86986.762704412,77588.5023774299,78281.0603991251,84326.1259899034,66465.248,69509.3657001222,63067.5357371734,-0.178830433063909,0.271136286383945,0.756944485803519,1.50564996895,"not significant","not significant",0,0,"0"
"154","sp|O15160|RPAC1_HUMAN","POLR1C","DNA-directed RNA polymerases I and III subunit RPAC1",492384.147963888,578657.124226047,471970.752152835,468225.97686056,420901.688495408,473047.114928893,519591.404154435,529024.735038021,414093.355676496,487779.983184243,729656.789571419,691850.712381689,754835.965006467,788294.0557,800340.422990426,770150.14460525,0.00511222628286587,-0.116137436180515,0.00915536467083089,1.0379290585331,"not significant","not significant",0,0,"0"
"155","sp|O15164|TIF1A_HUMAN","TRIM24","Transcription intermediary factor 1-alpha",119709.080921899,134365.5509442,133821.305443843,119156.50464251,123718.221838238,123999.496608222,123285.714882168,147299.152620922,123210.97940098,127197.30244061,152420.41379173,150511.721447465,139636.809053716,175494.1089,155401.724696183,166118.307636464,-0.0321671472974022,-0.16738468179213,0.126790989740043,0.90355620556008,"not significant","not significant",0,0,"0"
"156","sp|O15173|PGRC2_HUMAN","PGRMC2","Membrane-associated progesterone receptor component 2",964894.680236947,919238.480652867,906991.161485726,1011062.22570567,1039375.73431319,927865.162018631,910994.266004031,978222.121930111,1021358.5949661,1002113.42001527,609425.704693501,593324.289936222,572796.651759371,562841.1625,544858.243431364,575143.254823834,0.000300610260356894,0.077362966116324,0.00111998480403521,0.787132811949714,"not significant","not significant",0,0,"0"
"157","sp|O15212|PFD6_HUMAN","PFDN6","Prefoldin subunit 6",980987.038867175,1203496.56454273,966620.030502549,1095207.05763355,1209296.73007307,814431.529388368,707752.796489014,763917.58061772,844200.54436507,758416.159591807,561535.615449757,550789.779116328,501672.804425656,758847.6133,763141.594931578,870836.933940493,0.488444989204929,-0.568076608668832,2.17922240493457,1.77957007374505,"not significant","significant",0,2,"2"
"158","sp|O15217|GSTA4_HUMAN","GSTA4","Glutathione S-transferase A4",256892.568571377,263907.006966318,246330.409101491,267675.70814923,276814.491885159,293503.820484285,291222.546847398,285672.251663251,317810.21568509,325155.622325733,282179.544470693,270561.902972183,274303.123442861,323542.7742,310989.442335302,309200.232418191,-0.206409458579772,-0.190412828217189,1.74749414495802,1.85397961915964,"not significant","not significant",0,0,"0"
"159","sp|O15228|GNPAT_HUMAN","GNPAT","Dihydroxyacetone phosphate acyltransferase",295594.511774594,319810.568328754,312481.039994555,256973.580724815,248226.054929356,316383.757495504,348777.633235018,319064.242137424,284438.344367114,288954.565904304,588432.774426966,586625.917936487,543443.522223044,599736.1895,592486.342438128,610454.512653639,-0.120217021316772,-0.0689892455760646,0.434440791833604,0.623555069812051,"not significant","not significant",0,0,"0"
"160","sp|O15234|CASC3_HUMAN","CASC3","Protein CASC3",122909.139765934,137972.488863402,131944.30344356,144028.727236495,145157.16302129,106442.614407782,114080.288356247,96807.3237511358,125673.333815857,134073.164986682,88074.4420316651,86515.8294903969,80157.1513198652,95004.8389,93598.3369622721,92295.8093897891,0.241033602509928,-0.14098386132821,1.05015175399189,1.16467282466433,"not significant","not significant",0,0,"0"
"161","sp|O15235|RT12_HUMAN","MRPS12","28S ribosomal protein S12, mitochondrial",53220.6339774003,62716.7214514747,60633.4147414634,48870.9088674025,51491.7928689874,50086.4125488501,51831.3365172628,50857.3301332192,50226.328493088,44625.4740554161,110731.75924297,106003.90477677,93842.1784581532,109851.5195,117791.110015783,116927.755757854,0.161371498987165,-0.14984380449346,0.718216720382436,0.704497400567042,"not significant","not significant",0,0,"0"
"162","sp|O15258|RER1_HUMAN","RER1","Protein RER1",278106.286425013,256927.213544016,310348.457091239,222547.768179274,238778.261722705,284216.830302417,328711.643421907,259466.551174101,220409.792009821,270311.862992664,490422.125379927,454922.770047521,464951.397420842,413165.9531,444366.365975317,429713.649048506,-0.0609722842941356,0.131710542681302,0.121953103939204,1.02555810402776,"not significant","not significant",0,0,"0"
"163","sp|O15260|SURF4_HUMAN","SURF4","Surfeit locus protein 4",438341.078122146,456617.569655425,414525.121009123,386711.726366829,377333.566150295,439728.820604101,473081.823460057,438573.219841187,439606.806208682,382560.901736271,625350.489983779,679997.577959326,640460.841280758,619192.9062,577619.219615932,622248.725437621,-0.0679660595331034,0.0971762304174187,0.282381343046362,0.678577030049293,"not significant","not significant",0,0,"0"
"164","sp|O15269|SPTC1_HUMAN","SPTLC1","Serine palmitoyltransferase 1",149799.819366614,178504.452615418,147041.20035809,141714.941808529,131437.465047256,145727.85329015,163123.433044594,140386.587954653,138817.110229337,148223.083380182,224903.809984673,236220.869029996,240134.051442732,246377.3096,247872.94378971,237223.547807262,0.0237475010930868,-0.0608593661114663,0.0631556145558583,0.61788332552061,"not significant","not significant",0,0,"0"
"165","sp|O15270|SPTC2_HUMAN","SPTLC2","Serine palmitoyltransferase 2",113541.53037963,137568.519911624,127823.265840188,108288.585070966,110734.878364695,140282.027809881,151566.191632926,136664.396864011,113267.340051297,118952.390947657,249009.747493539,268992.043191808,278280.264580321,301335.5154,326081.934939804,302490.706141875,-0.144024766186676,-0.223808687799029,0.455554300342335,1.25807445224361,"not significant","not significant",0,0,"0"
"166","sp|O15294|OGT1_HUMAN","OGT","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit",493590.815102546,525138.731066057,500744.9899598,414139.289088283,394355.496226088,494916.867492132,544941.246494369,493272.062361826,404143.887779322,443092.305010117,750964.350752047,747938.805919952,741127.831875545,913376.0845,896231.717682071,923438.433475071,-0.0321115938507242,-0.286991175878836,0.069603961426106,2.78652340673046,"not significant","not significant",0,0,"0"
"167","sp|O15318|RPC7_HUMAN","POLR3G","DNA-directed RNA polymerase III subunit RPC7",253413.696500939,257171.059951434,268723.752533998,312762.176881778,344924.111267404,380834.772881998,380368.532616722,392758.778090201,459294.462548854,402752.985358457,233716.963565592,220226.259549143,249389.654812739,233421.9648,206824.710190705,204709.582305196,-0.488447621473615,0.125006342643111,2.02411171899507,0.531003940388191,"not significant","not significant",0,0,"0"
"168","sp|O15321|TM9S1_HUMAN","TM9SF1","Transmembrane 9 superfamily member 1",141071.594199775,133048.100417389,137000.234692314,131300.16457594,122259.028473389,140756.787283327,167023.646637692,137003.197587366,134761.54572426,143653.800890278,174979.971197918,193707.345118434,179791.935110739,167811.2695,171679.071282037,176585.326314352,-0.121734599828406,0.087854436218495,0.621948237354376,0.606517439564892,"not significant","not significant",0,0,"0"
"169","sp|O15347|HMGB3_HUMAN","HMGB3","High mobility group protein B3",4085640.20676091,3773155.85228887,4094978.53921033,3684020.25422612,3782403.46248978,3440015.33671497,3448695.49680821,3014568.11459949,2813168.25515914,3512768.00423382,2227857.57773878,2263746.12959325,2295300.06123611,1860844.241,1766853.30103448,1882648.76532228,0.258964695835059,0.300610566972742,1.58213859059017,2.26646843859264,"not significant","not significant",0,0,"0"
"170","sp|O15357|SHIP2_HUMAN","INPPL1","Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",381055.461789603,352398.359991046,380569.769764208,374066.352136692,341488.135691775,384364.12045579,402414.130472698,371574.23300951,369653.569665864,418404.090135101,435506.755032218,445713.800066765,443274.173504158,415853.168,426106.267881847,415074.867153684,-0.0893047583501555,0.0754180820917069,0.678650256134521,1.49350980827626,"not significant","not significant",0,0,"0"
"171","sp|O15371|EIF3D_HUMAN","EIF3D","Eukaryotic translation initiation factor 3 subunit D",937633.222244234,921896.660063409,1000275.17338088,986429.367766557,945030.177071093,769912.619114613,844244.1351196,768280.844509039,817975.986347525,890369.645690158,1470970.27335658,1469636.59521987,1382804.632129,1644274.767,1649668.92935872,1653924.18914542,0.228029398059516,-0.194636821049349,2.05056470243396,1.89099662019466,"not significant","not significant",0,0,"0"
"172","sp|O15372|EIF3H_HUMAN","EIF3H","Eukaryotic translation initiation factor 3 subunit H",1480213.55374018,1800659.37370815,1536067.33492536,1598298.96521107,1612055.82547904,1351218.29846239,1369600.27948824,1456916.48823763,1589348.70416439,1492614.75600437,1156035.61740223,1170182.87476021,1060813.558624,1347604.273,1362921.63620537,1375609.6768915,0.145004287963093,-0.270715437530537,0.830296789934989,1.8181795759079,"not significant","not significant",0,0,"0"
"173","sp|O15379|HDAC3_HUMAN","HDAC3","Histone deacetylase 3",34175.9863312854,39883.0629636696,36842.7646901582,35099.1015451545,35281.501998204,30239.6904038327,34673.79304432,30037.3247100122,27770.3326340723,31500.5789450804,36454.9202332024,35705.9786675818,34410.6446464699,39612.6484,42353.3216600854,42642.4303759771,0.233233044969147,-0.22557906558172,1.45490240101058,1.60061437447246,"not significant","not significant",0,0,"0"
"174","sp|O15382|BCAT2_HUMAN","BCAT2","Branched-chain-amino-acid aminotransferase, mitochondrial",759202.280169052,714641.723237228,792148.856662234,856440.617072765,865890.967207887,732709.485695087,776503.213713736,710181.971739008,838623.580438659,879566.921980408,572778.501965602,575796.414127895,561857.583866736,543178.9695,525009.009639237,530812.38583866,0.0184716449874059,0.0971909029882985,0.0538260744233983,1.6266130681919,"not significant","not significant",0,0,"0"
"175","sp|O15392|BIRC5_HUMAN","BIRC5","Baculoviral IAP repeat-containing protein 5",124127.840734914,132059.91735192,134218.181980747,138344.702808741,142253.807800894,116848.477976902,109561.225247456,115409.174134689,134165.092677127,124551.184579781,108380.201173347,101725.562706482,103951.344738181,118525.3716,120286.355751098,126609.190771718,0.160073633588348,-0.218532297024039,1.05155030917618,1.62885655619218,"not significant","not significant",0,0,"0"
"176","sp|O15397|IPO8_HUMAN","IPO8","Importin-8",413382.531021726,434303.985056111,417765.831590321,341777.725812974,366297.718932287,462178.278941979,474636.272893382,446765.161038098,387068.927669613,400269.719037479,648601.547737685,629911.594748282,652257.029346507,596237.8696,623223.493457232,628180.447592754,-0.137528636130313,0.0634913453975755,0.551129480221097,0.804539578427602,"not significant","not significant",0,0,"0"
"177","sp|O15431|COPT1_HUMAN","SLC31A1","High affinity copper uptake protein 1",16271.0053448181,18325.0709247643,24677.0686199104,17895.7399595922,22522.8942425131,23156.9989468805,22402.4829380552,21911.6610482928,18131.4816067644,20080.1454809587,25095.620219892,30604.4030568629,25595.3635762795,28664.8706,29129.8717511243,31020.7956582436,-0.0841937409463457,-0.127638605604763,0.176796289940944,0.438701512703688,"not significant","not significant",0,0,"0"
"178","sp|O15439|MRP4_HUMAN","ABCC4","Multidrug resistance-associated protein 4",194224.971658414,210978.05823937,198271.443329374,205450.522541244,198095.909724873,184706.408503587,195249.399160877,194462.595839204,197928.172425784,193364.725080508,189454.534147474,185702.776774874,184074.730237956,196805.4731,187946.51252886,191281.935345075,0.0604297680826529,-0.0427067481214429,0.82575060401612,0.641244738331595,"not significant","not significant",0,0,"0"
"179","sp|O15446|RPA34_HUMAN","POLR1G","DNA-directed RNA polymerase I subunit RPA34",206217.351682412,197021.249788048,199915.908619004,186016.466864487,193582.867040728,157713.151922531,157731.744141184,145694.705691042,147702.747449848,154954.831065431,208332.642385139,205429.415279651,208058.48892755,202531.4189,213247.86412565,205515.90882778,0.363640507757728,0.00121939848111306,3.33452101872815,0.0113900112870642,"not significant","not significant",0,0,"0"
"180","sp|O15498|YKT6_HUMAN","YKT6","Synaptobrevin homolog YKT6",2125864.75207786,2183779.49806077,2149077.81359746,2339378.86562402,2289635.27513368,2421667.77137674,2472423.5104034,2461855.32685691,3079570.09078475,2448015.21627481,1619456.80978256,1733267.36241633,1615999.70650033,1705265.755,1653256.71329328,1623887.46102419,-0.216563311904379,-0.00396835379495139,1.06112446429549,0.0233266179822831,"not significant","not significant",0,0,"0"
"181","sp|O15504|NUP42_HUMAN","NUP42","Nucleoporin NUP42",90092.4294980549,101901.057361977,105247.632549806,104088.662068465,98028.2519706364,94085.130111873,97201.6368275137,102166.00082472,88031.8597245489,84904.9545838784,140275.140663147,143913.14277899,139895.443979987,158590.3047,167127.09880749,157008.545255201,0.0985390179673058,-0.186855254291895,0.542460055443047,1.68207186908367,"not significant","not significant",0,0,"0"
"182","sp|O15511|ARPC5_HUMAN","ARPC5","Actin-related protein 2/3 complex subunit 5",1388227.25928807,1178186.08538227,1285490.07283073,1362174.44122036,1332578.24115969,1327935.30617243,1346738.7096769,1257487.7626685,1384863.93166123,1407358.65172473,877107.987955819,858986.139704463,884912.954074867,799145.9482,802158.476486875,817870.892396946,-0.0386439953368565,0.115605926821987,0.218580461672066,1.87308355378425,"not significant","not significant",0,0,"0"
"183","sp|O15514|RPB4_HUMAN","POLR2D","DNA-directed RNA polymerase II subunit RPB4",341282.500839232,382835.878371149,322825.96976946,305423.056201114,347306.077977529,598417.18771784,381088.232551901,457156.206517357,394887.295136788,370291.572019138,356586.50561637,338685.724473486,427466.129931043,381236.1228,366728.45990911,396454.238635817,-0.373452337614571,-0.0275933647570827,0.855012845786693,0.0626169078192912,"not significant","not significant",0,0,"0"
"184","sp|O43143|DHX15_HUMAN","DHX15","Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15",2160725.26370408,2164055.01770283,2202303.73101443,2154175.05549897,2128486.27586699,2826478.99073406,2886793.02904328,2930550.71128979,3155768.94069311,3124939.99816936,2880815.30724352,2855080.6943755,2857350.8873705,2934849.589,3008525.04454499,2921711.66033128,-0.465353124165385,-0.0449313295179577,3.56187719641242,1.10345724942132,"not significant","not significant",0,0,"0"
"185","sp|O43148|MCES_HUMAN","RNMT","mRNA cap guanine-N7 methyltransferase",325646.600026794,358459.906682365,339327.773329334,343492.120860596,351207.660405326,342392.759755654,342135.867414189,360417.777932144,403284.017674052,372326.524109316,315117.265426406,305530.084758496,311475.435628199,284373.2253,284593.572973769,271235.797022597,-0.0835372584624883,0.149782767240362,0.555351504225857,1.69923879359818,"not significant","not significant",0,0,"0"
