Group,SubGroup,Protein,Protein_ID,Entry_Name,Gene,Length,Percent_Coverage,Organism,Protein_Description,Protein_Existence,Protein_Probability,Top_Peptide_Probability,Total_Peptides,Unique_Peptides,Razor_Peptides,Total_Spectral_Count,Unique_Spectral_Count,Razor_Spectral_Count,Total_Intensity,Unique_Intensity,Razor_Intensity,Razor_Assigned_Modifications,Razor_Observed_Modifications,Indistinguishable_Proteins,TMT_126,TMT_127N,TMT_127C,TMT_128N,TMT_128C,TMT_129N,TMT_129C,TMT_130N,TMT_130C,TMT_131N,TMT_131C,TMT_132N,TMT_132C,TMT_133N,TMT_133C,TMT_134
1,a,sp|A0A385XJE6|INH21_ECOLI,A0A385XJE6,INH21_ECOLI,insH21,326,8,Escherichia coli (strain K12) OX=83333,Transposase InsH for insertion sequence element IS5U ,3:Protein inferred from homology,1,0.999,3,0,3,3,0,3,40159608,0,40159608,N-term(304.2072),,"sp|P0CE49|INSH1_ECOLI, sp|P0CE50|INSH2_ECOLI, sp|P0CE51|INSH3_ECOLI, sp|P0CE52|INSH4_ECOLI, sp|P0CE53|INSH6_ECOLI, sp|P0CE54|INSH7_ECOLI, sp|P0CE55|INSH8_ECOLI, sp|P0CE56|INSH9_ECOLI, sp|P0CE57|INH10_ECOLI, sp|P0CE58|INH11_ECOLI, sp|P76071|INSH5_ECOLI",446419.3789,504778.3906,455196.6797,589033.2344,134163.0332,112079.8457,112561.4863,129701.1172,1209581.461,1383519.313,1142235.68,1375785.047,135812.623,137879.6797,125492.5459,113572.8799
169,a,sp|P09373|PFLB_ECOLI,P09373,PFLB_ECOLI,pflB,760,69.2,Escherichia coli (strain K12) OX=83333,Formate acetyltransferase 1 ,1:Experimental evidence at protein level,1,0.999,51,44,51,408,389,408,1564167264,1564167264,1564167264,"10K(304.2072), 10M(15.9949), 11K(304.2072), 12K(304.2072), 12M(15.9949), 13K(304.2072), 15M(15.9949), 16K(304.2072), 16M(15.9949), 19K(304.2072), 1K(304.2072), 20K(304.2072), 22K(304.2072), 22M(15.9949), 23K(304.2072), 25K(304.2072), 29C(57.0215), 2K(304.2072), 2M(15.9949), 30C(57.0215), 34M(15.9949), 38K(304.2072), 4C(57.0215), 5K(304.2072), 5M(15.9949), 6C(57.0215), 7K(304.2072), 7M(15.9949), 8K(304.2072), 8M(15.9949), 9K(304.2072), 9M(15.9949), N-term(304.2072)",,,41640008.91,40502377.51,42973162.28,47628006.02,16923664.92,14773446.32,13921826.04,14285637.41,39986076.28,47396117.49,44208122.15,46317126.59,17704913.62,17444962.81,14541561.64,14677570.86
170,a,sp|P09424|MTLD_ECOLI,P09424,MTLD_ECOLI,mtlD,382,42.7,Escherichia coli (strain K12) OX=83333,Mannitol-1-phosphate 5-dehydrogenase ,1:Experimental evidence at protein level,1,0.999,18,18,18,55,55,55,563248480,563248480,563248480,"12K(304.2072), 13K(304.2072), 14C(57.0215), 14K(304.2072), 15C(57.0215), 16M(15.9949), 17K(304.2072), 1K(304.2072), 2K(304.2072), 3M(15.9949), 4M(15.9949), 7K(304.2072), 8K(304.2072), 9M(15.9949), N-term(304.2072)",,,2879926.358,3066503.567,3012150.743,3412041.37,3013985.537,2557034.353,2641110.531,2603369.432,3285008.363,3914891.513,3440421.397,3771642.069,2648398.566,2619904.77,2213247.051,2210414.052
171,a,sp|P09546|PUTA_ECOLI,P09546,PUTA_ECOLI,putA,1320,41.4,Escherichia coli (strain K12) OX=83333,Bifunctional protein PutA ,1:Experimental evidence at protein level,1,0.999,43,43,43,108,108,108,371169796,371169796,371169796,"10C(57.0215), 11K(304.2072), 12K(304.2072), 13C(57.0215), 14K(304.2072), 16M(15.9949), 1C(57.0215), 1K(304.2072), 23K(304.2072), 26K(304.2072), 2K(304.2072), 2M(15.9949), 3C(57.0215), 3M(15.9949), 4M(15.9949), 5M(15.9949), 6M(15.9949), 7K(304.2072), 7M(15.9949), 8K(304.2072), 9K(304.2072), N-term(304.2072)",,,2166616.961,2340798.732,2419530.958,2800458.026,3482188.81,3131270.842,2984566.116,3340688.677,12610335.08,15231169.13,13778013.61,15168273.15,7176492.174,6821641.299,5871725.875,6072900.283
172,a,sp|P09549|DEDD_ECOLI,P09549,DEDD_ECOLI,dedD,220,40.5,Escherichia coli (strain K12) OX=83333,Cell division protein DedD ,3:Protein inferred from homology,1,0.999,8,8,8,16,16,16,107352051,107352051,107352051,"10K(304.2072), 11K(304.2072), 12K(304.2072), 14K(304.2072), 4K(304.2072), 6K(304.2072), 7K(304.2072), 8K(304.2072), N-term(304.2072)",,,3026222.802,3211229.292,3093256.947,3879213.495,2417344.705,2189016.026,1832445.604,1873068.703,2726687.228,3544541.298,2882451.908,3485615.973,1874614.114,1906303.292,1636201.945,1695658.502
173,a,sp|P09551|ARGT_ECOLI,P09551,ARGT_ECOLI,argT,260,68.8,Escherichia coli (strain K12) OX=83333,Lysine/arginine/ornithine-binding periplasmic protein ,1:Experimental evidence at protein level,1,0.999,24,23,24,144,142,144,1227867136,1227867136,1227867136,"10K(304.2072), 11K(304.2072), 12K(304.2072), 13K(304.2072), 14K(304.2072), 17K(304.2072), 1K(304.2072), 22K(304.2072), 2K(304.2072), 7K(304.2072), 9K(304.2072), N-term(304.2072)",,,2811848.2,3430347.008,4105439.433,3658720.819,33755902.76,24153174.61,25275569.86,18615821.22,4025524.83,4079811.009,3624473.835,3921326.341,14036661.63,15862956.09,13595875.88,12253030.83
174,a,sp|P09831|GLTB_ECOLI,P09831,GLTB_ECOLI,gltB,1486,49.5,Escherichia coli (strain K12) OX=83333,Glutamate synthase [NADPH] large chain ,1:Experimental evidence at protein level,1,0.999,59,58,59,122,120,122,376554504,361331216,376554504,"10K(304.2072), 10M(15.9949), 11C(57.0215), 11K(304.2072), 12K(304.2072), 13M(15.9949), 14K(304.2072), 16K(304.2072), 17K(304.2072), 18K(304.2072), 19K(304.2072), 1C(57.0215), 1K(304.2072), 21C(57.0215), 22K(304.2072), 24K(304.2072), 25K(304.2072), 2C(57.0215), 3C(57.0215), 5C(57.0215), 5M(15.9949), 6C(57.0215), 6K(304.2072), 6M(15.9949), 7C(57.0215), 7K(304.2072), 8K(304.2072), 8M(15.9949), 9K(304.2072), 9M(15.9949), N-term(304.2072)",,,9759995.818,8854068.746,10084325.91,10753019.71,5749214.679,4758359.227,4869072.193,5338952.783,8458420.756,9290432.655,8385028.792,9250280.048,10894888.45,9270422.567,9139390.379,8736067.922
175,a,sp|P09833|MODC_ECOLI,P09833,MODC_ECOLI,modC,352,8,Escherichia coli (strain K12) OX=83333,Molybdenum import ATP-binding protein ModC ,3:Protein inferred from homology,1,0.999,3,3,3,3,3,3,9045522,9045522,9045522,"10K(304.2072), 8K(304.2072), N-term(304.2072)",,,53780.8716,54359.6552,56488.4414,60707.6921,30546.3975,27804.146,24860.9993,27599.2017,85488.2163,93468.4048,88880.0646,102444.8989,64623.542,50559.8926,47568.2386,51791.2797
176,a,sp|P09980|REP_ECOLI,P09980,REP_ECOLI,rep,673,21.2,Escherichia coli (strain K12) OX=83333,ATP-dependent DNA helicase Rep ,1:Experimental evidence at protein level,1,0.999,12,12,12,14,14,14,13338989,13338989,13338989,"12K(304.2072), 13K(304.2072), 14K(304.2072), 15K(304.2072), 18K(304.2072), 1K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)",,,174700.0879,184618.0038,204152.7205,223735.4746,255315.5374,231174.1541,246884.6545,237377.8433,1532959.826,1749309.984,1696525.547,1716668.684,322450.6079,294590.8999,255251.55,238430.6709
177,a,sp|P0A698|UVRA_ECOLI,P0A698,UVRA_ECOLI,uvrA,940,37.6,Escherichia coli (strain K12) OX=83333,UvrABC system protein A ,1:Experimental evidence at protein level,1,0.999,28,28,28,48,48,48,101216006,101216006,101216006,"10C(57.0215), 11C(57.0215), 11K(304.2072), 12K(304.2072), 13C(57.0215), 13K(304.2072), 14C(57.0215), 16C(57.0215), 17K(304.2072), 18K(304.2072), 1C(57.0215), 1K(304.2072), 2K(304.2072), 4C(57.0215), 6C(57.0215), 7C(57.0215), 7K(304.2072), 8K(304.2072), N-term(304.2072)",,,878641.8894,873406.3665,839040.1432,1020570.601,1173131.282,1060479.536,1100588.65,1260025.899,3107998.879,3683353.417,3361075.126,3632976.415,2820457.292,2721162.211,2404897.492,2478360.52
178,a,sp|P0A6A0|UBIB_ECOLI,P0A6A0,UBIB_ECOLI,ubiB,546,8.8,Escherichia coli (strain K12) OX=83333,Probable protein kinase UbiB ,1:Experimental evidence at protein level,1,0.999,4,4,4,8,8,8,11726254,11726254,11726254,"14K(304.2072), 17K(304.2072), 6C(57.0215), 7K(304.2072), N-term(304.2072)",,,177653.9463,175585.8672,184885.9912,212748.8828,164152.626,134296.8184,152365.8833,167548.5293,609726.6152,688246.5195,550676.9336,661752.4062,438820.749,265786.9854,279216.2188,290866.3711
179,a,sp|P0A6A3|ACKA_ECOLI,P0A6A3,ACKA_ECOLI,ackA,400,44.8,Escherichia coli (strain K12) OX=83333,Acetate kinase ,1:Experimental evidence at protein level,1,0.999,11,11,11,54,54,54,796345680,796345680,796345680,"14C(57.0215), 16K(304.2072), 16M(15.9949), 1C(57.0215), 22K(304.2072), 4K(304.2072), 6M(15.9949), 7K(304.2072), 9K(304.2072), 9M(15.9949), N-term(304.2072)",,,1540058.11,1557297.164,1767116.206,1816751.348,2016696.523,1629981.966,1636463.598,1780638.035,1801418.077,2315066.051,2110696.449,2356445.273,1647430.093,1649725.13,1393912.58,1436162.408
180,a,sp|P0A6A8|ACP_ECOLI,P0A6A8,ACP_ECOLI,acpP,78,42.3,Escherichia coli (strain K12) OX=83333,Acyl carrier protein ,1:Experimental evidence at protein level,1,0.999,4,4,4,25,25,25,864645664,864645664,864645664,"10K(304.2072), 1K(304.2072), 9K(304.2072), N-term(304.2072)",,,1621030.869,1773619.255,1867531.048,1721050.421,7447024.059,5219460.241,5356745.766,5089332.625,3760712.845,3935210.652,3874966.44,3619707.671,5178820.722,4958317.518,4540240.493,4357525.801
181,a,sp|P0A6B4|ALR1_ECOLI,P0A6B4,ALR1_ECOLI,alr,359,37.6,Escherichia coli (strain K12) OX=83333,"Alanine racemase, biosynthetic ",1:Experimental evidence at protein level,1,0.999,11,11,11,16,16,16,76998442,76998442,76998442,"17K(304.2072), 7C(57.0215), 7K(304.2072), N-term(304.2072)",,,1091663.269,1027224.264,976427.9961,1285250.347,354327.3423,307832.0515,281330.9126,344514.0327,1366366.579,1621665.837,1381993.662,1629813.612,499073.7603,470357.4189,388878.4668,400941.1821
182,a,sp|P0A6B7|ISCS_ECOLI,P0A6B7,ISCS_ECOLI,iscS,404,64.6,Escherichia coli (strain K12) OX=83333,Cysteine desulfurase IscS ,1:Experimental evidence at protein level,1,0.999,23,23,23,154,154,154,2610721792,2610721792,2610721792,"10C(57.0215), 10K(304.2072), 10M(15.9949), 12K(304.2072), 12M(15.9949), 14K(304.2072), 17K(304.2072), 2K(304.2072), 2M(15.9949), 3K(304.2072), 4M(15.9949), 5M(15.9949), 6C(57.0215), 6M(15.9949), 7K(304.2072), 7M(15.9949), 8K(304.2072), 8M(15.9949), 9K(304.2072), N-term(304.2072)",,,8591418.35,9576329.117,9923239.314,10638129.02,17128133.27,16151070.07,15171612.41,14834242.27,11352876.14,13558201.57,12587032.36,13337078.29,15586927.01,16393817.17,13509086.54,13719445.31
183,a,sp|P0A6C1|END4_ECOLI,P0A6C1,END4_ECOLI,nfo,285,29.1,Escherichia coli (strain K12) OX=83333,Endonuclease 4 ,1:Experimental evidence at protein level,1,0.999,7,7,7,14,14,14,46306484,46306484,46306484,"11K(304.2072), 13K(304.2072), 14K(304.2072), 21K(304.2072), 2M(15.9949), 5C(57.0215), 7K(304.2072), 7M(15.9949), 8K(304.2072), N-term(304.2072)",,,232144.8337,220286.5325,257977.3834,272313.0352,388996.1051,299923.6194,317642.3018,360460.5554,725269.7007,787580.2295,609172.7603,769665.5737,713969.1479,582174.1699,592697.7549,562778.9526
184,a,sp|P0A6C8|ARGB_ECOLI,P0A6C8,ARGB_ECOLI,argB,258,23.3,Escherichia coli (strain K12) OX=83333,Acetylglutamate kinase ,1:Experimental evidence at protein level,1,0.999,6,6,6,6,6,6,36322872,36322872,36322872,"20K(304.2072), 7K(304.2072), 8K(304.2072), N-term(304.2072)",,,408946.1172,412863.459,459727.3594,465352.2891,934713.0117,691061.5273,682231.416,726093,457218.9648,527682.3633,476798.6328,546931.793,690011.6641,680579.5273,607404.4023,627253.1367
185,a,sp|P0A6D0|ARGR_ECOLI,P0A6D0,ARGR_ECOLI,argR,156,53.2,Escherichia coli (strain K12) OX=83333,Arginine repressor ,1:Experimental evidence at protein level,1,0.999,5,4,4,29,26,26,67262532,19349916,19349916,"21K(304.2072), 23K(304.2072), 25K(304.2072), 3M(15.9949), 4K(304.2072), 6C(57.0215), 7K(304.2072), N-term(304.2072)",,,505943.3721,467846.7239,530791.7351,577107.8096,411411.8066,377854.0735,374651.5548,372895.3967,476201.5682,523158.0873,463765.0449,532568.9189,365928.9523,354611.278,304804.1581,290057.5721
186,a,sp|P0A6D3|AROA_ECOLI,P0A6D3,AROA_ECOLI,aroA,427,30.7,Escherichia coli (strain K12) OX=83333,3-phosphoshikimate 1-carboxyvinyltransferase ,1:Experimental evidence at protein level,1,0.999,13,13,13,30,30,30,204086112,204086112,204086112,"10K(304.2072), 11K(304.2072), 17K(304.2072), 7K(304.2072), N-term(304.2072)",,,1475002.644,1328947.939,1427543.745,1618220.479,1224821.168,1007588.841,1039030.688,1034376.593,1200742.658,1393134.158,1212800.604,1358306.681,1098240.506,1038023.475,931903.2732,928247.4509
187,a,sp|P0A6D7|AROK_ECOLI,P0A6D7,AROK_ECOLI,aroK,173,75.7,Escherichia coli (strain K12) OX=83333,Shikimate kinase 1 ,1:Experimental evidence at protein level,1,0.999,14,14,14,66,66,66,676817744,676817744,676817744,"12K(304.2072), 13K(304.2072), 19K(304.2072), 1K(304.2072), 23K(304.2072), 7K(304.2072), 8K(304.2072), 8M(15.9949), 9M(15.9949), N-term(304.2072)",,,11294135.47,10631499.38,11213321.17,13521733.23,3175784.141,3292995.15,2870693.519,2902339.303,8124387.214,9893766.479,8500215.338,9709676.042,3510241.491,3255909.732,2629186.073,2646646.232
188,a,sp|P0A6E1|AROL_ECOLI,P0A6E1,AROL_ECOLI,aroL,174,36.2,Escherichia coli (strain K12) OX=83333,Shikimate kinase 2 ,1:Experimental evidence at protein level,1,0.999,5,5,5,9,9,9,22943409,22943409,22943409,"16K(304.2072), 9C(57.0215), N-term(304.2072)",,,311765.4678,253961.9036,268514.0674,336691.688,151595.0009,92894.5178,111827.0342,107628.022,384451.7476,447800.4336,354290.0947,421975.5762,147126.2184,131198.8151,111042.9312,117674.9202
189,a,sp|P0A6E4|ASSY_ECOLI,P0A6E4,ASSY_ECOLI,argG,447,37.6,Escherichia coli (strain K12) OX=83333,Argininosuccinate synthase ,1:Experimental evidence at protein level,1,0.999,14,14,14,24,24,24,414212112,414212112,414212112,"10K(304.2072), 12K(304.2072), 14K(304.2072), 16K(304.2072), 21K(304.2072), 8M(15.9949), 9K(304.2072), N-term(304.2072)",,,419680.5847,445789.8547,416706.3733,525323.3091,420072.8503,365333.9485,371745.2678,444541.0452,2308257.106,2783730.64,2158651.429,2753831.506,1133316.896,1004465.175,864859.9963,888223.9011
190,a,sp|P0A6E6|ATPE_ECOLI,P0A6E6,ATPE_ECOLI,atpC,139,41.7,Escherichia coli (strain K12) OX=83333,ATP synthase epsilon chain ,1:Experimental evidence at protein level,1,0.999,4,4,4,17,17,17,163605213,163605213,163605213,"22K(304.2072), 24K(304.2072), 27M(15.9949), 6K(304.2072), 7K(304.2072), N-term(304.2072)",,,590337.3467,922926.7471,903339.6113,756803.2661,1841578.333,1161506.602,1063954.298,731793.0352,734831.623,805938.4736,730178.7549,755389.7012,774712.8193,735257.7544,662187.1421,572976.1475
191,a,sp|P0A6E9|BIOD2_ECOLI,P0A6E9,BIOD2_ECOLI,bioD2,231,27.7,Escherichia coli (strain K12) OX=83333,ATP-dependent dethiobiotin synthetase BioD 2 ,3:Protein inferred from homology,1,0.999,6,6,6,9,9,9,49853014,49853014,49853014,"10K(304.2072), 12K(304.2072), 1K(304.2072), 6K(304.2072), N-term(304.2072)",,,671064.5,697743.4785,731074.6523,906169.7109,408914.3701,358617.9043,367852.3247,341748.3994,630830.8672,829783.9336,690517.5029,762207.2266,495298.2734,486115.2168,394682.8672,430332.9385
192,a,sp|P0A6F1|CARA_ECOLI,P0A6F1,CARA_ECOLI,carA,382,55,Escherichia coli (strain K12) OX=83333,Carbamoyl-phosphate synthase small chain ,1:Experimental evidence at protein level,1,0.999,14,14,14,60,60,60,420269032,420269032,420269032,"10K(304.2072), 11K(304.2072), 12K(304.2072), 15K(304.2072), 16K(304.2072), 17K(304.2072), 18C(57.0215), 1K(304.2072), 23K(304.2072), 27K(304.2072), 2K(304.2072), 4M(15.9949), 8C(57.0215), 8M(15.9949), N-term(304.2072)",,,2591379.945,2569881.865,2842396.586,3092540.017,1636508.071,1286030.941,1348501.953,1351214.758,2728422.611,3099179.964,2855023.088,2986683.405,1792381.208,1656335.385,1487692.232,1476238.174
193,a,sp|P0A6F3|GLPK_ECOLI,P0A6F3,GLPK_ECOLI,glpK,502,72.7,Escherichia coli (strain K12) OX=83333,Glycerol kinase ,1:Experimental evidence at protein level,1,0.999,38,38,38,472,472,472,10524410880,10524410880,10524410880,"10C(57.0215), 10K(304.2072), 11M(15.9949), 12M(15.9949), 13K(304.2072), 14C(57.0215), 14K(304.2072), 15K(304.2072), 15M(15.9949), 16K(304.2072), 19C(57.0215), 1K(304.2072), 21K(304.2072), 24K(304.2072), 25K(304.2072), 2K(304.2072), 2M(15.9949), 3M(15.9949), 4K(304.2072), 4M(15.9949), 5C(57.0215), 6C(57.0215), 6M(15.9949), 7C(57.0215), 8K(304.2072), 9K(304.2072), 9M(15.9949), N-term(304.2072)",,,23556874.11,19254880.76,20736779.65,27884026.86,31069986.27,29871006.75,28570036.54,37996254.87,86880577.28,105232134.1,97996931.59,106334982.7,99841329.53,97294638.09,83484268.69,92490984.07
194,a,sp|P0A6F5|CH60_ECOLI,P0A6F5,CH60_ECOLI,groEL,548,86.7,Escherichia coli (strain K12) OX=83333,Chaperonin GroEL ,1:Experimental evidence at protein level,1,0.999,47,47,47,1397,1397,1397,14307113984,14307113984,14307113984,"10K(304.2072), 11K(304.2072), 11M(15.9949), 12K(304.2072), 12M(15.9949), 13M(15.9949), 14K(304.2072), 15K(304.2072), 15M(15.9949), 16K(304.2072), 17K(304.2072), 18C(57.0215), 18K(304.2072), 18M(15.9949), 1K(304.2072), 20K(304.2072), 21M(15.9949), 22M(15.9949), 25K(304.2072), 25M(15.9949), 26K(304.2072), 28K(304.2072), 29K(304.2072), 2M(15.9949), 3K(304.2072), 3M(15.9949), 4K(304.2072), 4M(15.9949), 5K(304.2072), 6C(57.0215), 6K(304.2072), 6M(15.9949), 7K(304.2072), 8K(304.2072), 8M(15.9949), 9K(304.2072), 9M(15.9949), N-term(304.2072)",,,132360386.5,141162191,148004364.3,162277010.5,209113074.9,190478939.9,186282955.1,183482843.3,98661463.77,111672181.9,101956512,105883138.2,153327701.6,146721298.6,131947624.4,130023075.4
195,a,sp|P0A6F9|CH10_ECOLI,P0A6F9,CH10_ECOLI,groES,97,92.8,Escherichia coli (strain K12) OX=83333,Co-chaperonin GroES ,1:Experimental evidence at protein level,1,0.999,10,10,10,214,214,214,13435916800,13435916800,13435916800,"12M(15.9949), 13K(304.2072), 14K(304.2072), 2K(304.2072), 3K(304.2072), 7K(304.2072), 8K(304.2072), 9M(15.9949), N-term(304.2072)",,,32446360.3,34084508.76,37312117.74,39748790.59,55122433.08,46501693.32,47054361.15,45631518.92,22739742.3,25916899.34,19689990.8,23197159.42,37121526.74,36236233.71,32160086.88,31345709.46
196,a,sp|P0A6G7|CLPP_ECOLI,P0A6G7,CLPP_ECOLI,clpP,207,41.5,Escherichia coli (strain K12) OX=83333,ATP-dependent Clp protease proteolytic subunit ,1:Experimental evidence at protein level,1,0.999,5,5,5,21,21,21,254586708,254586708,254586708,"1M(15.9949), 2M(15.9949), 5M(15.9949), N-term(304.2072)",,,827726.8015,557149.9346,631995.8811,818752.7576,885045.8992,769809.1963,717234.1169,862011.304,559272.4028,642896.1636,520196.7104,681063.0376,862113.5439,826749.9285,642705.7231,827862.6106
197,a,sp|P0A6H1|CLPX_ECOLI,P0A6H1,CLPX_ECOLI,clpX,424,72.9,Escherichia coli (strain K12) OX=83333,ATP-dependent Clp protease ATP-binding subunit ClpX ,1:Experimental evidence at protein level,1,0.999,24,24,24,57,57,57,174623096,174623096,174623096,"10K(304.2072), 11C(57.0215), 11M(15.9949), 12K(304.2072), 13K(304.2072), 14C(57.0215), 14K(304.2072), 17K(304.2072), 17M(15.9949), 18C(57.0215), 1C(57.0215), 1K(304.2072), 20K(304.2072), 22K(304.2072), 23K(304.2072), 30K(304.2072), 3K(304.2072), 4C(57.0215), 7C(57.0215), 7K(304.2072), 8M(15.9949), 9K(304.2072), N-term(304.2072)",,,2717028.517,3217366.098,3287401.013,3188831.441,1181868.433,928296.9083,956738.1963,952156.1162,4862653.863,5677033.098,5053301.056,5533467.432,1225788.548,998663.2476,889915.5604,858859.178
198,a,sp|P0A6H5|HSLU_ECOLI,P0A6H5,HSLU_ECOLI,hslU,443,56.4,Escherichia coli (strain K12) OX=83333,ATP-dependent protease ATPase subunit HslU ,1:Experimental evidence at protein level,1,0.999,26,26,26,68,68,68,642255216,642255216,642255216,"10K(304.2072), 12K(304.2072), 14K(304.2072), 17K(304.2072), 18K(304.2072), 20K(304.2072), 3M(15.9949), 4M(15.9949), 8K(304.2072), 9C(57.0215), 9K(304.2072), N-term(304.2072)",,,8837859.845,7317019.576,7742696.93,9962339.856,3514731.104,2981244.726,2961715.322,3242280.234,13631609.33,16528199.38,13684985.47,16437146.01,4570141.957,4384018.264,3585222.557,3813415.318
199,a,sp|P0A6H8|CLSA_ECOLI,P0A6H8,CLSA_ECOLI,clsA,486,17.5,Escherichia coli (strain K12) OX=83333,Cardiolipin synthase A ,1:Experimental evidence at protein level,1,0.999,7,7,7,11,11,11,31819432,31819432,31819432,"11K(304.2072), 12K(304.2072), 1K(304.2072), 7K(304.2072), 7M(15.9949), N-term(304.2072)",,,237198.3345,240433.8416,243623.4084,326168.9575,378294.8098,339723.8018,343711.2627,433568.002,1265434.949,1520182.683,1272960.157,1509728.96,1032452.877,892268.5781,856978.353,854029.3345
200,a,sp|P0A6I0|KCY_ECOLI,P0A6I0,KCY_ECOLI,cmk,227,43.6,Escherichia coli (strain K12) OX=83333,Cytidylate kinase ,1:Experimental evidence at protein level,1,0.999,8,8,8,22,22,22,102256350,102256350,102256350,"13K(304.2072), 17K(304.2072), 2M(15.9949), 7K(304.2072), N-term(304.2072)",,,1807415.652,1663737.178,1963895.477,2105305.469,822424.6626,702037.562,689509.2402,694656.7495,2225611.872,2426414.233,2123742.016,2372563.757,917886.0889,805593.8198,653450.7812,691827.4595
201,a,sp|P0A6I6|COAD_ECOLI,P0A6I6,COAD_ECOLI,coaD,159,47.8,Escherichia coli (strain K12) OX=83333,Phosphopantetheine adenylyltransferase ,1:Experimental evidence at protein level,1,0.999,5,5,5,7,7,7,33887667,33887667,33887667,"11K(304.2072), 18M(15.9949), 1K(304.2072), 20K(304.2072), 9M(15.9949), N-term(304.2072)",,,194829.5283,229353.1528,269247.4912,236124.3022,453735.7568,325472.5596,281762.9697,261398.5332,317858.8135,398582.4482,356817.2793,373541.5244,303047.4526,301875.6216,243373.7837,281155.9683
202,a,sp|P0A6I9|COAE_ECOLI,P0A6I9,COAE_ECOLI,coaE,206,32.5,Escherichia coli (strain K12) OX=83333,Dephospho-CoA kinase ,1:Experimental evidence at protein level,1,0.999,4,4,4,6,6,6,11887652,11887652,11887652,"13K(304.2072), N-term(304.2072)",,,176161.1938,212483.0889,255208.3662,201388.7656,165312.9775,125306.3818,127164.5137,116910.3408,300756.3779,320467.3867,319645.3018,296973.0977,132073.666,121630.7881,123182.3613,111508.7803
203,a,sp|P0A6J5|DADA_ECOLI,P0A6J5,DADA_ECOLI,dadA,432,54.4,Escherichia coli (strain K12) OX=83333,D-amino acid dehydrogenase ,1:Experimental evidence at protein level,1,0.999,16,16,16,57,57,57,165123100,165123100,165123100,"10C(57.0215), 11K(304.2072), 14K(304.2072), 15C(57.0215), 16M(15.9949), 19K(304.2072), 1C(57.0215), 25K(304.2072), 2C(57.0215), 32K(304.2072), 4M(15.9949), 6M(15.9949), 7K(304.2072), 8K(304.2072), 8M(15.9949), 9K(304.2072), N-term(304.2072)",,,1496195.599,1529248.073,1580633.056,1809923.516,1303378.024,991625.4037,1248688.631,1461512.416,5299375.92,6598790.238,5792330.486,6492276.163,1848808.82,1763840.851,1432290.002,1543099.243
204,a,sp|P0A6J8|DDLA_ECOLI,P0A6J8,DDLA_ECOLI,ddlA,364,36,Escherichia coli (strain K12) OX=83333,D-alanine--D-alanine ligase A ,3:Protein inferred from homology,1,0.999,13,13,13,31,31,31,414290180,414290180,414290180,"10K(304.2072), 11K(304.2072), 12K(304.2072), 14K(304.2072), 17C(57.0215), 18M(15.9949), 20K(304.2072), 8K(304.2072), N-term(304.2072)",,,5146392.022,4658789.55,4974820.744,5674922.763,1770153.073,1264223.826,1362487.759,1307404.092,5809185.983,6736558.499,5675181.426,6435270.418,1643815.212,1498254.707,1344173.725,1143318.537
205,a,sp|P0A6K1|DAPF_ECOLI,P0A6K1,DAPF_ECOLI,dapF,274,22.6,Escherichia coli (strain K12) OX=83333,Diaminopimelate epimerase ,1:Experimental evidence at protein level,1,0.999,5,5,5,12,12,12,60974097,60974097,60974097,"10K(304.2072), 12C(57.0215), 3M(15.9949), N-term(304.2072)",,,638016.4082,514246.1553,612102.5576,705551.2676,300832.7036,254807.7627,269859,278993.3462,885696.3164,1023512.775,851932.6895,970397.2129,436266.3403,342878.6001,340706.8447,315901.3823
206,a,sp|P0A6K3|DEF_ECOLI,P0A6K3,DEF_ECOLI,def,169,30.2,Escherichia coli (strain K12) OX=83333,Peptide deformylase ,1:Experimental evidence at protein level,1,0.999,5,5,5,10,10,10,161098456,161098456,161098456,"10K(304.2072), 3K(304.2072), 3M(15.9949), N-term(304.2072)",,,725781.3403,692077.46,723450.7803,824429.2944,293907.8984,286477.6494,233783.7827,265213.4482,664579.0415,789140.3403,717546.3501,795441.9766,334094.1416,257160.6807,209462.2334,267921.7192
207,a,sp|P0A6K6|DEOB_ECOLI,P0A6K6,DEOB_ECOLI,deoB,407,70.5,Escherichia coli (strain K12) OX=83333,Phosphopentomutase ,1:Experimental evidence at protein level,1,0.999,24,24,24,91,91,91,1227773584,1227773584,1227773584,"10C(57.0215), 10K(304.2072), 11K(304.2072), 12K(304.2072), 13C(57.0215), 13K(304.2072), 15K(304.2072), 16C(57.0215), 18K(304.2072), 19K(304.2072), 1K(304.2072), 27K(304.2072), 2K(304.2072), 33K(304.2072), 5C(57.0215), 5M(15.9949), 6M(15.9949), 7M(15.9949), 8C(57.0215), 9K(304.2072), N-term(304.2072)",,,10643621.89,9395251.273,10695978.55,10968419.97,11630123.37,9717734.32,10497066.19,9577579.765,12268390.84,13904706.35,12515968.47,13123605.27,10456433.67,9748410.629,8787604.185,8536312.16
